Title,Published_date,Views,Likes,Comments
18 January 2022 | Daily Current Affairs MCQs by Aman Sir,2022-01-18T00:30:07Z,28950,1592,104
China is testing Traditional Medicine on Pakistani Population | Is it safe?,2022-01-17T16:42:25Z,523504,35521,2558
UAE Oil Tankers Bombed 2 Indians and a Pakistani Killed,2022-01-17T13:40:27Z,615757,38866,1755
UK Sikhs reject anti-India campaign by Pro-Khalistan groups,2022-01-17T12:08:34Z,578471,42865,1923
17 January 2022 | Daily Current Affairs MCQs by Aman Sir,2022-01-17T00:30:06Z,32241,1701,100
Massive Underwater Volcanic Eruption - कई देशों में इंटरनेट बंद  | Tonga Volcanic Eruption,2022-01-16T17:38:00Z,893562,48665,1041
Pakistani Terrorism hits USA | Demand to free Pakistani terrorist Siddiqui | Texas synagogue Crisis?,2022-01-16T11:45:27Z,765395,51815,3942
16 January 2022 | Daily Current Affairs MCQs by Aman Sir,2022-01-16T00:30:08Z,29127,1584,72
India China Trade Hits Record High of $125 Billion  | What happened to Boycott China?,2022-01-15T17:56:11Z,683263,42477,3445
Indian Army Displays New Combat Uniform | Know All About the New Army Uniform,2022-01-15T14:14:06Z,770421,53411,4148
"India Cancels Missile Military Helicopter Deals | Rs. 50,000 Crore की और डील्स Cancel हो सकती हैं",2022-01-15T07:56:07Z,712945,46187,2356
15 January 2022 | Daily Current Affairs MCQs by Aman Sir,2022-01-15T00:30:24Z,29084,1653,115
Rare video of Sardar Patel's Funeral in 1950 | Humongous crowd #shorts,2022-01-14T17:58:49Z,1384919,181535,1683
India will have to pay 18 Lakh Crore Rupees in 2022 | Forex Reserve will Fall,2022-01-14T17:15:40Z,1579012,59980,3807
India Saved from Terror Attack | Delhi Bomb Diffused,2022-01-14T13:47:10Z,695970,54597,3249
Brahmos Deal is now Official! Philippines Approves $374 Million Brahmos Deal with India,2022-01-14T11:16:55Z,679159,50206,2484
Iran releases video plan of killing Donald Trump #shorts,2022-01-14T10:14:53Z,1856842,112458,1535
14 January 2022 | Daily Current Affairs MCQs by Aman Sir,2022-01-14T00:30:04Z,28235,1531,73
American Pork Enters Indian Markets | India US Trade Deal,2022-01-13T17:35:24Z,593078,38037,4812
Dawood Ibrahim’s Nephew Runs Away from USA to Pakistan | Bad News for India,2022-01-13T14:13:52Z,586669,40018,2428
13 January 2022 | Daily Current Affairs MCQs by Aman Sir,2022-01-13T00:30:09Z,29720,1711,86
Can Spain save Pakistan from India and FATF ? #shorts,2022-01-12T17:44:42Z,641622,47150,649
"When 36,000 Mughals Surrendered to Maharana Pratap | Battle of Haldighati and Battle of Dewair",2022-01-12T15:36:36Z,1354411,80954,8535
Indian Passport is now a LOT STRONGER | Passport Index 2022,2022-01-12T10:32:38Z,847043,51985,2442
12 January 2022 | Daily Current Affairs MCQs by Aman Sir,2022-01-12T00:30:16Z,27114,1594,84
"अब VIVO IPL नहीं, TATA IPL होगा | Tata group Replaces VIVO",2022-01-11T17:33:27Z,719206,58957,2917
China warns India not to Interfere in Sri Lanka ties | India gets 50 year lease in Sri Lanka,2022-01-11T14:04:36Z,907858,51567,2397
Record Breaking Tourists in Jammu & Kashmir | आतंकवाद की हार,2022-01-11T05:15:14Z,661845,50640,2977
11 January 2022 | Daily Current Affairs MCQs by Aman Sir,2022-01-11T00:30:08Z,30120,1593,103
China building Pakistan Russia Alliance to counter USA,2022-01-10T14:26:47Z,508263,32326,2205
India asks France to Impose Total European Ban on Pakistan,2022-01-10T09:42:25Z,674941,47367,4431
10 January 2022 | Daily Current Affairs MCQs by Aman Sir,2022-01-10T00:30:11Z,34091,1590,126
क्या है नरक का दरवाज़ा ? History of Darvaza Gas Crater by Prashant Dhawan,2022-01-09T16:07:29Z,1313771,57816,2416
Iran’s Huge Offer to India | अफ़ग़ानिस्तान के लिए मार्ग खुला,2022-01-09T12:50:16Z,709528,46151,3744
9 January 2022 | Daily Current Affairs MCQs by Aman Sir,2022-01-09T00:30:03Z,32435,1767,80
Emergency declared in Pakistan’s Murree #shorts,2022-01-08T18:01:10Z,839433,62066,1139
China to Gift Galwan Valley Rocks | India China Conflict,2022-01-08T17:20:58Z,827820,45027,4070
India is now a $3.1 Trillion Economy | जापान से आगे निकलेगा भारत,2022-01-08T13:48:18Z,854437,56799,4330
8 January 2022 | Daily Current Affairs MCQs by Aman Sir,2022-01-08T00:30:14Z,31337,1702,118
Oil Field Attacked in Kazakhstan तेल की कीमतों में भारी उछाल | Shoot without warning orders given,2022-01-07T15:12:46Z,523287,36853,2663
How Sardar Patel stopped Jinnah from capturing Lakshadweep Island सरदार पटेल का बड़ा फैसला,2022-01-07T10:48:55Z,708445,49188,5543
India Finally Joins Sea Dragon to counter Chinese Submarines #shorts,2022-01-07T09:33:44Z,660560,54987,348
7 January 2022 | Daily Current Affairs MCQs by Aman Sir,2022-01-07T00:30:01Z,34401,1740,115
Taliban Surprises the World by launching Suicide Squad,2022-01-06T17:50:10Z,666225,44336,3071
Did China use actors at Galwan Valley Flag Ceremony? #shorts,2022-01-06T14:54:19Z,903433,77319,1849
Russia sends military to Kazakhstan | Why Kazakhstan violence is bad news for India?,2022-01-06T13:34:20Z,720430,44688,2718
6 January 2022 | Daily Current Affairs MCQs by Aman Sir,2022-01-06T00:30:06Z,39098,1926,88
UAE going in FATF Grey List ? Can India save it?,2022-01-05T18:16:46Z,664335,41892,2327
China destroys 99 foot tall Buddha Statue in front of Tibetan monks,2022-01-05T16:41:44Z,939498,80489,1479
Huge Security Lapse as PM Modi's convoy got stuck in Punjab flyover,2022-01-05T14:25:25Z,877269,64325,8445
Kazakhstan Out of Control with riots breaking out | Emergency Declared,2022-01-05T10:57:04Z,655438,46098,3000
5 January 2022 | Daily Current Affairs MCQs by Aman Sir,2022-01-05T00:30:01Z,34171,1811,93
Ramayan: The Legend of Prince Ram | Japan’s Special Gift to India on 70th Anniversary,2022-01-04T17:59:34Z,1008415,73409,4338
Indian Flag at the Galwan Valley | Indian army ने दिखाई गलवान की असली पिक्चर,2022-01-04T13:49:14Z,647214,65285,4595
UAE to Build Mega 5 Lakh sq ft Mall in Jammu & Kashmir,2022-01-04T08:43:16Z,641414,45363,10774
4 January 2022 | Daily Current Affairs MCQs by Aman Sir,2022-01-04T00:30:10Z,34381,1835,232
For the first time in History All Nuclear Armed Countries Promise not to start a Nuclear War,2022-01-03T17:50:21Z,757511,43213,1469
Biden is Stopping an Important Defence Deal between India and Russia,2022-01-03T15:07:46Z,519827,36392,1863
Sri Lanka is about to go Bankrupt in 2022 But what happens when a country goes Bankrupt ?,2022-01-03T11:40:41Z,551731,35611,2403
China is Building a Bridge on Pangong Lake to Stop Indian Operations,2022-01-03T08:19:39Z,456508,32413,1923
3 January 2022 | Daily Current Affairs MCQs by Aman Sir,2022-01-03T00:30:10Z,40800,2117,131
Alexander's Battle With Porus | सिकंदर बनाम पोरस (झेलम की लड़ाई) #shorts #ytshorts,2022-01-02T17:24:05Z,1917450,114376,
Why did India Secretly Launch a Nuclear Submarine?,2022-01-02T12:32:07Z,858427,53988,2318
Israel Bombs Gaza after the New Year Rocket Attack,2022-01-02T08:03:42Z,507968,36468,3010
2 January 2022 | Daily Current Affairs MCQs by Aman Sir,2022-01-02T00:30:01Z,37077,2004,133
How Lahore Almost became a Part of India in 1947 and 1965,2022-01-01T16:15:49Z,632627,43105,3525
India uses Iran to send vaccines to Afghanistan | Pakistan Bypassed,2022-01-01T11:24:42Z,485666,35273,2883
1 January 2022 | Daily Current Affairs MCQs by Aman Sir,2022-01-01T00:30:05Z,44698,2313,156
The Biggest Surprise from Unacademy #shorts,2021-12-31T17:26:16Z,77313,4638,89
India hits Chinese Smartphone Companies with ₹ 1000 crore tax penalty,2021-12-31T16:55:55Z,565415,40479,2771
Saudi Arabia insulted by Pakistan's gesture #shorts #ytshorts,2021-12-31T15:05:18Z,710525,54578,1064
Controversy over Cristiano Ronaldo’s Statue in Goa,2021-12-31T14:25:07Z,493570,34821,4278
Israel Defeats Russia's S 400 in Syria Bombing | Should India be worried?,2021-12-31T11:00:59Z,768653,46067,2199
Covaxin for Americans | Jimmy Connors wants India made Vaccine in USA #shorts #ytshorts,2021-12-31T08:20:10Z,412609,47792,686
31 December 2021 | Daily Current Affairs MCQs by Aman Sir,2021-12-31T00:30:05Z,26012,1347,144
Pakistan Claims to Counter Indian Rafale with Chinese J 10 Fighter Jet,2021-12-30T18:10:39Z,571469,37284,4366
China replaces soldiers with machinegun carrying robots in Tibet #shorts #ytshorts,2021-12-30T14:24:21Z,929533,64319,773
China Renames 15 Places in Arunachal Pradesh to challenge India,2021-12-30T13:39:46Z,529395,37040,4708
Apple Phone Manufacturing Stopped at Indian Plant | Bad news for Make in India?,2021-12-30T08:56:05Z,653277,42440,1769
30 December 2021 | Daily Current Affairs MCQs by Aman Sir,2021-12-30T00:30:16Z,28308,1470,112
This Leader has been Declared Most Corrupt in the World #shorts #ytshorts,2021-12-29T15:58:08Z,1010749,68745,1364
Terror Threat to India from German soil | Ludhiana Blast Germany Link,2021-12-29T14:26:07Z,469070,37667,2183
Intel Chips will be Made in India | Huge boost for Make in India,2021-12-29T09:14:03Z,564367,43741,2623
29 December 2021 | Daily Current Affairs MCQs by Aman Sir,2021-12-29T00:30:15Z,25716,1355,100
Worst Performing Currency - Is it Indian Rupee or Pakistani Rupee ?,2021-12-28T17:46:30Z,491914,37628,1555
Omicron Wave hits India | Yellow Alert Declared in Delhi,2021-12-28T15:48:23Z,423815,33478,1463
Uttar Pradesh: Kanpur Metro Project inaugurated by PM Modi,2021-12-28T13:50:56Z,431315,32976,3318
Why is China angry at Elon Musk? Chinese Space Station से टक्कर ?,2021-12-28T11:37:59Z,484200,32864,1933
28 December 2021 | Daily Current Affairs MCQs by Aman Sir,2021-12-28T00:30:09Z,31019,1438,102
Pakistan Targets India over Dharma Sansad Issue,2021-12-27T18:02:36Z,421346,33647,7156
History's Greatest Mass Murderer | China celebrates his anniversary #shorts #ytshorts,2021-12-27T16:22:22Z,422653,31399,521
Government invites Every Citizen Of India to buy land in Jammu and Kashmir,2021-12-27T14:59:30Z,494692,38788,3481
India to Enter China Bay with Mega Trincomalee Oil Deal with Sri Lanka,2021-12-27T11:44:14Z,552168,38854,1236
27 December 2021 | Daily Current Affairs MCQs by Aman Sir,2021-12-27T00:30:04Z,26256,1349,91
FALL OF USSR - When USA Laughed & India was Shocked | World History,2021-12-26T16:56:16Z,1891473,83710,4316
26 December 2021 | Daily Current Affairs MCQs by Aman Sir,2021-12-26T00:30:05Z,26824,1325,89
China cancels Christmas Celebrations  | Calls it forbidden Western celebration,2021-12-25T16:46:57Z,511024,36412,6237
What is NASA's James Webb Space Telescope? Detailed Analysis by Prashant Dhawan,2021-12-25T15:26:09Z,681092,38344,1470
Insane American Design of an Under Water Drone #shorts #ytshorts,2021-12-25T08:16:50Z,1607378,109071,559
China is offering 23 Lakh Rupee Baby Loans,2021-12-25T07:43:34Z,390768,29768,1922
25 December 2021 | Daily Current Affairs MCQs by Aman Sir,2021-12-25T00:30:04Z,24225,1361,104
Huge Statement by Putin on Prophet Mohammad and Freedom of Expression,2021-12-24T15:43:38Z,559214,36547,4968
India hits Chinese Toy Market as Indian Kids Now Play with Made in India Toys,2021-12-24T13:28:19Z,511290,40068,2032
Taliban destroys Border Fencing with Pakistan,2021-12-24T11:24:08Z,559894,40988,2330
This Move by Joe Biden will hurt China and Benefit India a lot #shorts #ytshorts,2021-12-24T09:21:19Z,704566,66489,678
24 December 2021 | Daily Current Affairs MCQs by Aman Sir,2021-12-24T00:30:14Z,27894,1355,44
Putin Mocks Turkey’s Failing Economy #shorts #ytshorts,2021-12-23T17:48:21Z,1386657,100680,928
India now has More Unicorns than UK But What is a Unicorn?,2021-12-23T16:03:18Z,824334,59403,4468
Ludhiana Blast | Punjab on high alert,2021-12-23T11:46:06Z,565278,43422,2791
23 December 2021 | Daily Current Affairs MCQs by Aman Sir,2021-12-23T00:30:09Z,27831,1398,95
India successfully tests 'Pralay' missile for the first time,2021-12-22T15:23:01Z,689704,48403,5207
India Defeats Pakistan for Bronze Medal at Asian Champions Trophy #shorts,2021-12-22T13:30:50Z,306906,34245,472
Pakistan's Social Media Account Hacked Again | Demand to Remove Imran Khan #shorts,2021-12-22T11:34:37Z,390215,30122,543
India Imposes Penalty in Rafale Deal | Will France India relations suffer?,2021-12-22T08:32:31Z,569490,38791,1265
22 December 2021 | Daily Current Affairs MCQs by Aman Sir,2021-12-22T00:30:02Z,25626,1346,109
Taliban's biggest blunder | Sent Crores of Rupees to Tajikistan by accident,2021-12-21T17:22:40Z,733077,43983,3907
Answer 20 Questions and Win ₹ 5000 Amazon Gift Voucher | By Prashant Dhawan,2021-12-21T14:06:50Z,67044,4195,254
China took Israeli Missiles through Corruption | Huge mistake by Israel,2021-12-21T12:46:40Z,537487,37132,1635
India Bans 20 Pakistani Youtube Channels | IT Rules 2021 used,2021-12-21T08:55:52Z,643710,55995,5153
Master Blaster Returns,2021-12-21T05:17:01Z,257055,14692,296
21 December 2021 | Daily Current Affairs MCQs by Aman Sir,2021-12-21T00:30:02Z,22954,1380,122
Russia Shocks the World by Wearing USSR Jersey |  Is USSR Coming Back?,2021-12-20T18:22:44Z,704361,41494,2475
China is destroying Pakistan's Economy with Free Trade Agreement,2021-12-20T16:01:07Z,540325,38647,1726
What is Sacrilege in Sikhism? What happened in Golden Temple Case?,2021-12-20T10:13:16Z,399913,31678,3137
Sri Lanka Arrests 55 Indian Fishermen | Should India still help Sri Lanka?,2021-12-20T07:52:55Z,373382,32160,5723
20 December 2021 | Daily Current Affairs MCQs by Aman Sir,2021-12-20T00:30:01Z,25858,1432,83
The Last Hindu Emperor of India Samrat Hemu | Second Battle of Panipat - Hemu Vikramaditya vs Akbar,2021-12-19T15:52:16Z,909979,58498,4738
Five Islamic Nations Ignore Pakistan’s Taliban Meeting and join India,2021-12-19T11:46:15Z,625859,45451,2405
19 December 2021 | Daily Current Affairs MCQs by Aman Sir,2021-12-19T00:30:02Z,28120,1511,138
Protest against move to increase Marriage age for women to 21,2021-12-18T18:30:25Z,555430,40408,11316
Win Rewards for Attempting the test | It's free so don't miss it,2021-12-18T13:41:28Z,128513,8034,292
The most Beautiful Video of Agni Missile released by DRDO #shorts,2021-12-18T08:17:13Z,1106392,95604,440
The Temple Pakistan Army Destroyed in 1971 has been rebuilt | Ramna Kali Temple,2021-12-18T07:58:30Z,364001,31145,1634
Japan Complains about Delayed Projects in India,2021-12-18T06:07:47Z,483801,37111,2823
18 December 2021 | Daily Current Affairs MCQs by Aman Sir,2021-12-18T00:30:13Z,23861,1263,74
Shocking facts about India and Pakistan in US Terrorism Report,2021-12-17T18:23:31Z,531741,32665,2679
North Korea Bans Laughing and Crying for 11 days,2021-12-17T16:30:36Z,515805,36158,2907
PM Modi now has More Awards than Joe Biden | Bhutan's Highest Award for PM Modi,2021-12-17T12:14:12Z,350974,31220,2367
Pakistan’s Drone Strikes on Taliban Fail | Pakistan tries bombing Afghanistan border,2021-12-17T09:52:32Z,698393,41434,3299
How Much does ISRO Earn for India? Data Released #shorts,2021-12-17T08:30:05Z,394023,37732,261
17 December 2021 | Daily Current Affairs MCQs by Aman Sir,2021-12-17T00:30:15Z,28706,1505,77
China Defends ISRO OPPO Agreement with India,2021-12-16T16:59:54Z,556470,38168,5065
China’s Rocket Fails 2 Satellites Lost #shorts,2021-12-16T13:21:42Z,722140,57837,1302
USA’s Islamophobia Bill Passed | Can it hurt China and India?,2021-12-16T12:09:47Z,650379,41894,8424
16 December 2021 | Daily Current Affairs MCQs by Aman Sir,2021-12-16T00:30:15Z,28048,1412,99
Durga Puja Gets UNESCO Intangible Heritage Tag | Proud Moment for Every Indian,2021-12-15T18:05:14Z,458395,45365,3258
China Conducts Nuclear War Drill Near India Border,2021-12-15T16:26:21Z,524199,37980,2507
Nanjing Massacre - When Japan killed 3 Lakh Chinese Civilians | Sino-Japanese War II,2021-12-15T12:11:55Z,517298,35101,2854
Pakistan Energy Crisis | Pakistan will have no gas in a few years,2021-12-15T08:18:44Z,488862,34040,2582
15 December 2021 | Daily Current Affairs MCQs by Aman Sir,2021-12-15T00:30:06Z,27845,1539,110
Elon Musk Person of The Year की आलोचना | Is it the worst choice ever?,2021-12-14T13:32:07Z,478253,33631,3502
Russia and India shoot down Resolution on Climate Change at UN Security Council,2021-12-14T10:01:56Z,608683,41991,1185
14 December 2021 | Daily Current Affairs MCQs by Aman Sir,2021-12-14T00:30:03Z,28712,1354,65
"Kashi Vishwanath Corridor | If an Aurangzeb came, a Shivaji also rose: PM Modi",2021-12-13T15:56:24Z,647730,55656,4571
"Pakistan Defends China against USA, Japan and UK over Olympics Boycott",2021-12-13T12:10:15Z,419554,29949,1869
India’s Harnaaz Sandhu wins Miss Universe 2021 in Israel,2021-12-13T06:44:27Z,717868,43480,1706
13 December 2021 | Daily Current Affairs MCQs by Aman Sir,2021-12-13T00:30:02Z,23350,1295,70
India's Most Expensive Project - The Indian Space Station will be launched by 2030,2021-12-12T17:25:30Z,870073,52283,4124
All Central Asian Countries Invited to Republic Day 2022 | India's Asia Power Push,2021-12-12T12:05:58Z,591542,40527,2367
PM Modi’s Twitter Account Hacked | Bitcoin को लेकर किया गया Tweet,2021-12-12T07:43:49Z,385844,28469,1129
Taliban Thanks India for Air Delivery of Medicine,2021-12-11T17:22:24Z,650990,45706,2642
China Claims it is the World’s Largest Democracy not India | By Prashant Dhawan,2021-12-11T13:45:27Z,579681,39917,7060
"USA sanctions China, Bangladesh and North Korea",2021-12-11T07:37:39Z,675108,41802,2681
Viral Video of Myanmar's Silent Strike #shorts,2021-12-11T05:43:55Z,483771,41745,664
Saudi Arabia Bans Tablighi Jamaat | इस आरोप में सऊदी अरब ने लगाया प्रतिबंध,2021-12-10T18:05:36Z,511019,35399,3122
Earth is Getting a Black Box पृथ्‍वी की तबाही का हर कदम होगा रेकॉर्ड,2021-12-10T16:17:12Z,474413,32990,1634
Sri Lanka Demands Compensation from Pakistan over Sialkot Lynching,2021-12-10T13:13:09Z,397068,30387,1511
Biden’s Huge Blunder Nicaragua Ends Relations with Taiwan | Lessons for India,2021-12-10T08:37:07Z,486667,32709,2123
10 December 2021 | Daily Current Affairs MCQs by Aman Sir,2021-12-10T00:30:12Z,28207,1429,96
Why China feared CDS Bipin Rawat ? Chinese Media’s Insensitive Comments on Helicopter Crash #shorts,2021-12-09T17:05:18Z,557205,43106,1100
Cremation of CDS Bipin Rawat | Nepal Bhutan and Sri Lanka send Top Army Officials,2021-12-09T15:09:21Z,622006,54969,2349
France Shocks the World by Openly Supporting China #shorts,2021-12-09T10:40:41Z,427223,29913,711
Pakistan Rejects Democracy Summit Invite | Embarrassment for Joe Biden,2021-12-09T07:35:03Z,475982,35153,3219
9 December 2021 | Daily Current Affairs MCQs by Aman Sir,2021-12-09T00:30:07Z,31515,1466,103
World Leaders Pays Tributes to CDS Bipin Rawat after Helicopter Crash | RIP CDS Bipin Rawat,2021-12-08T16:52:25Z,726319,73966,7634
Helicopter Carrying CDS Bipin Rawat Crashes | Russian Helicopter Failed?,2021-12-08T11:48:32Z,721229,57284,7504
India Becomes No. 1 Food Supplier to Arab Nations | Beats Brazil after 15 years,2021-12-08T08:20:59Z,447975,34473,1892
8 December 2021 | Daily Current Affairs MCQs by Aman Sir,2021-12-08T00:30:03Z,34497,1691,83
The Defender of India's Aircraft Carrier | India Test Fires VL-SRSAM by DRDO,2021-12-07T17:09:36Z,543496,38282,2803
Pakistan Could Shock Joe Biden | Imran Khan to Boycott Democracy Summit ?,2021-12-07T12:14:02Z,449122,32615,1897
USA Officially Boycotts China Olympics over Uyghur Muslim Genocide,2021-12-07T07:40:55Z,423981,31943,2506
7 December 2021 | Daily Current Affairs MCQs by Aman Sir,2021-12-07T00:30:02Z,28769,1453,83
Indian Defence Companies Enter the Top 100 List in the World,2021-12-06T17:14:47Z,512855,40083,1996
India to get Access of Russian Military Bases with RELOS Agreement,2021-12-06T12:40:11Z,593908,44317,1873
India Openly Raises Chinese Aggression issue with Russia,2021-12-06T08:18:35Z,482735,38665,2690
6 December 2021 | Daily Current Affairs MCQs by Aman Sir,2021-12-06T00:30:08Z,26378,1424,115
Asia’s Most Powerful Countries Declared | India Beats Russia in 2021 List,2021-12-05T16:24:54Z,749283,50614,2493
Babur's Invasion of India | First Battle of Panipat | Mughal Empire History by Prashant Dhawan,2021-12-05T12:36:58Z,611981,38118,6856
China saved Pakistani Terror Groups at RIC Summit | Can Russia help India?,2021-12-05T07:29:02Z,395022,29103,2617
5 December 2021 | Daily Current Affairs MCQs by Aman Sir,2021-12-05T00:30:07Z,37109,1782,140
Panic in Japan as Russia Deploys Nuclear Capable Missile System | Impact on India,2021-12-04T15:09:12Z,511891,35062,1782
India Pushes China’s Project out of Sri Lanka | Major Diplomatic Victory,2021-12-04T05:46:54Z,529784,40949,2207
4 December 2021 | Daily Current Affairs MCQs by Aman Sir,2021-12-04T00:30:00Z,23591,1100,100
New One World Religion being created ? What is Abrahamia? #shorts,2021-12-03T16:55:01Z,1042977,64669,2741
Historic Deal for 80 Rafale Fighter Aircrafts between France and UAE | Impact on India,2021-12-03T15:27:16Z,557871,36712,3429
Anger in Sri Lanka Over Pakistan Sialkot Mob Lynching,2021-12-03T13:07:30Z,730394,62451,6288
Humiliation for Pakistan over Serbia Embassy Hacking,2021-12-03T10:09:27Z,499800,37714,2239
Twitter hits China in 5th Generation Warfare by banning Accounts | Parag Agrawal Impact #shorts,2021-12-03T09:12:12Z,568802,55397,990
China will attack Taiwan after the Olympics in 2022 | Trump Predicts war with China,2021-12-03T08:20:19Z,449127,33570,1912
3 December 2021 | Daily Current Affairs MCQs by Aman Sir,2021-12-03T00:30:17Z,25371,1151,55
India hits at UN Human Rights Body on Kashmir Issue,2021-12-02T15:11:55Z,463233,36089,2091
Massive Loss to China as WTA Cancels all tournaments in China over Peng Shuai case,2021-12-02T06:37:03Z,563308,40562,1519
2 December 2021 | Daily Current Affairs MCQs by Aman Sir,2021-12-02T00:30:20Z,26987,1164,51
Malaysia’s Israel Ban Fails Badly,2021-12-01T18:02:25Z,443263,32835,1924
For the First time in History India has entered the G20 Troika | G20 Troika में हुआ शामिल भारत,2021-12-01T15:47:49Z,538017,37551,1507
China causes Riots in Solomon Islands over Taiwan | Australia sends its Military,2021-12-01T11:59:00Z,511705,39032,2252
1 December 2021 | Daily Current Affairs MCQs by Aman Sir,2021-12-01T00:30:16Z,24978,1331,58
USA and India assisting Taiwan in building Submarine Secretly against China,2021-11-30T17:19:52Z,454319,33655,2005
Indian Domination | Why Most Major Companies have Indians as their CEOs ?,2021-11-30T12:47:43Z,651630,53603,4379
India and China Defend Africa over Omicron,2021-11-30T10:50:00Z,465827,36413,2036
Pakistan puts Conditions on India for Helping Afghanistan | भारत को ये शर्तें माननी होंगी,2021-11-30T05:57:59Z,547141,37996,4324
30 November 2021 | Daily Current Affairs MCQs by Aman Sir,2021-11-30T00:30:07Z,19193,1025,49
World Punishes South Africa and other African nations over Omicron,2021-11-29T11:23:33Z,538380,36993,2738
29 November 2021 | Daily Current Affairs MCQs by Aman Sir,2021-11-29T00:30:03Z,21028,1019,59
India Surprises USA by supporting China Olympics with Russia,2021-11-28T16:33:55Z,553568,36554,7313
Did China takeover Uganda’s Airport? Whole Controversy Explained,2021-11-28T13:19:01Z,427478,30924,1814
Colonial Mindset is Stopping India - PM Modi | 4th Generation Warfare,2021-11-28T05:39:59Z,649245,55306,5809
28 November 2021 | Daily Current Affairs MCQs by Aman Sir,2021-11-28T00:30:06Z,19126,1001,47
No Country wants this land | Bir Tawil Controversy,2021-11-27T14:19:42Z,921811,51462,3681
China officially warns Russia and India of American Democracy Trap #shorts,2021-11-27T08:47:08Z,858029,61849,3161
Don't buy Elon Musk's Starlink Internet warns Government of India,2021-11-27T08:08:00Z,1050930,53350,4159
Pakistan Trapped By The IMF | Not Enough Money to Run the Country says Imran Khan,2021-11-27T05:20:11Z,757051,50149,4554
27 November 2021 | Daily Current Affairs MCQs by Aman Sir,2021-11-27T00:30:02Z,20754,1046,68
Israel will now sell Cyber Technology to only 37 Countries  | India included and China thrown out,2021-11-26T12:55:30Z,742175,46548,3914
China Officially Protests to India about CDS Remarks calling China the Biggest Security Threat,2021-11-26T09:28:25Z,652242,46693,3712
History में पहली बार India में पुरुषों की तुलना में महिलाएं अधिक #shorts,2021-11-26T08:19:36Z,916675,79510,2084
26 November 2021 | Daily Current Affairs MCQs by Aman Sir,2021-11-26T00:30:02Z,21858,1116,69
French Design with Indian Manufacturing | INS Vela Commissioned in the Indian Navy,2021-11-25T17:48:12Z,455457,33576,1777
"Why is Germany Giving India Rs 10,000 Crore ? 1.2 Billion Euro Aid Package for India",2021-11-25T11:57:45Z,645950,44475,2344
India’s Population has started to Fall for the first time in History | NFHS Survey 5 Data,2021-11-25T05:51:03Z,991156,55987,6510
25 November 2021 | Daily Current Affairs MCQs by Aman Sir,2021-11-25T00:30:03Z,21532,1034,37
More Pain for Turkey as Apple stops sale because of Currency Crash #shorts,2021-11-24T16:57:04Z,621255,43874,888
Oil Prices Have Started Falling after Strategic Oil Reserve Release by USA and India,2021-11-24T13:37:11Z,620341,45610,2583
Biden invites India and Taiwan to the Democracy Summit | Turkey and China not Invited,2021-11-24T05:59:43Z,474247,38335,2973
24 November 2021 | Daily Current Affairs MCQs by Aman Sir,2021-11-24T00:30:04Z,19620,1021,62
India Joins Global Oil War with Strategic Oil Reserve Release | India USA China vs OPEC,2021-11-23T15:47:02Z,701644,48929,4779
Earth will have Rings Soon | पृथ्वी के चारों ओर बन सकता है शनि जैसा छल्ला,2021-11-23T13:33:49Z,661898,41608,2269
India Counters Turkey in Bangladesh with a 500 Million Dollar Soft Loan,2021-11-23T05:36:54Z,518351,36460,3343
23 November 2021 | Daily Current Affairs MCQs by Aman Sir,2021-11-23T00:30:12Z,18773,1017,49
Saudi Arabia’s 15 Billion Dollar Investment in India Cancelled | Aramco Reliance Deal,2021-11-22T17:39:12Z,527042,33275,1178
India’s Hero Awarded Vir Chakra for shooting down Pakistan's F-16 | Abhinandan Varthaman,2021-11-22T12:50:46Z,425298,39092,2947
PRITHVIRAJ CHAUHAN vs Muhammad Ghori | Battle of Tarain - Explained,2021-11-22T09:02:28Z,1488287,64960,6364
22 November 2021 | Daily Current Affairs MCQs by Aman Sir,2021-11-22T00:30:05Z,18882,1066,42
In a Message to China Indian Army Hoists 76 ft tall Indian Flag near the border #shorts,2021-11-21T17:00:10Z,282583,26337,316
Massive Protests in Gwadar Against China and CPEC | Pakistan to blame US and India ?,2021-11-21T15:41:34Z,616354,46409,2340
India’s Most Powerful Destroyer Has Arrived INS Visakhapatnam,2021-11-21T06:39:22Z,634094,46778,1918
21 November 2021 | Daily Current Affairs MCQs by Aman Sir,2021-11-21T00:30:04Z,18838,1021,60
USA Blocks China’s Military Base in UAE | Major Loss for China | Geopolitics for UPSC,2021-11-20T08:30:07Z,585491,41624,1248
Video of Indian Air Force Saving People in Andhra Pradesh Floods #shorts,2021-11-20T06:04:31Z,339264,30578,461
Why Kamala Harris Became US President? राष्ट्रपति पद संभालने वाली बनीं पहली महिला,2021-11-20T03:42:18Z,634054,42344,1492
20 November 2021 | Daily Current Affairs MCQs by Aman Sir,2021-11-20T00:30:01Z,17546,1003,60
Global Anger Against China over Missing Tennis Star Peng Shuai | What did China do to her?,2021-11-19T16:36:02Z,483116,35670,1773
Pakistan was using Russian Material to make Nuclear Bombs,2021-11-19T12:58:09Z,508088,34844,1115
Record Breaking 87 Billion dollar remittances pumped in Indian Economy #shorts,2021-11-19T09:03:00Z,403938,33197,673
PM Modi Takes Back 3 Farm Laws | Farm Bill | Farmers,2021-11-19T05:40:55Z,594244,49510,11505
